question	answer
Como deve ser informada na Dirf a contribuição previdenciária oficial, já que ela é apurada pelo regime de competência e não pelo regime de caixa como o imposto sobre a renda retido?	 Os  valores  relativos  às  deduções  a  serem  informados  nas  fichas  da  Dirf  devem  ser  aqueles calculados sobre os rendimentos tributáveis do respectivo mês. Como o imposto de renda retido é apurado pelo regime de caixa, a informação das deduções deve seguir o mesmo critério. Exemplo: rendimento tributável referente ao mês de fevereiro, pago ao beneficiário em março. Esse rendimento, as respectivas deduções e o imposto retido devem ser informados na linha referente ao mês de março.
Como proceder com relação à retenção do Plano de Seguridade do Servidor Público (PSS) e do IRRF no caso de pagamento de valores em cumprimento de decisão judicial?	 No caso de pagamento de valores em cumprimento de decisão judicial, além do IRRF, a Dirf da Fonte pagadora deverá informar o valor da retenção da contribuição para o Plano de Seguridade do Servidor Público (PSS). Não caberá, para efeito de cálculo do IRRF, a dedução do PSS ou de qualquer outro valor, isto é, a base de cálculo do PSS e do IRRF corresponderá à alíquota de 11% e 3%, respectivamente, sobre o valor do rendimento pago.
Como deve ser informada a contribuição para as entidades de previdência complementar dos servidores públicos federais de que trata a Lei nº 12.618, de 30 de abril de 2012 (Funpresp)?	 O total das contribuições para as entidades de previdência complementar, das contribuições para fundo  de aposentadoria programada individual (Fapi), cujo ônus tenha sido do contribuinte, desde que destinadas a custear benefícios complementares assemelhados aos da Previdência Social,  e das contribuições para as entidades de previdência complementar de que trata a Lei nº 12.618, de 30 de abril de 2012, devem ser informados como Contribuições a Entidades de Previdência Complementar,  Pública  ou  Privada,  e  a  Fundos  de  Aposentadoria  Programada  Individual (FAPI), correspondente à Linha 3 do Quadro 3 do Comprovante de Rendimentos. Veja também: • Instrução Normativa RFB nº   2  .  060,   de 1  3   de dezembro de 20  21   • Lei nº 12.618, de 30 de abril de 2012
Como informar os valores das contribuições que devem ser abatidos da complementação de aposentadoria recebida de previdência complementar (IN RFB 1.343/2013)?	 Conforme a  Instrução Normativa RFB 1.343, de 5 de abril de 2013 , para os beneficiários que se aposentarem a partir de 1º de janeiro de 2013, a entidade de previdência complementar (fonte pagadora) fica desobrigada da retenção do imposto na fonte relativamente à complementação de aposentadoria recebida de entidade de previdência complementar, inclusive a relativa ao abono anual  pago  a  título  de  décimo  terceiro  salário,  no  limite  que  corresponda  aos  valores  das contribuições efetuadas exclusivamente pelo beneficiário no período de 1º de janeiro de 1989 a 31 de dezembro de 1995. Os valores das contribuições devem ser abatidos da complementação de aposentadoria recebida de previdência complementar, mês a mês, até se exaurirem. A fonte pagadora deverá fornecer ao beneficiário comprovante de rendimentos, com a informação dos valores abatidos, no quadro correspondente aos rendimentos isentos e não tributáveis. Assim, para os Códigos de Receita 3223, 3540, 3556, 3579 e 5565, fica desobrigada a retenção do imposto na fonte sobre os valores pagos ou creditados por entidade de previdência complementar a título de complementação de aposentadoria, resgate e rateio de patrimônio em caso de extinção da entidade de previdência complementar, no limite que corresponda aos valores das contribuições efetuadas exclusivamente pelo beneficiário no período de 1º de janeiro de 1989 a 31 de dezembro de 1995 , inclusive a relativa ao abono anual pago a título de décimo terceiro salário. Atenção! Os valores isentos, citados acima, deverão ser informados em Dirf por meio do registro específico de rendimento isento  “Contribuições 89/95 – IN RFB 1.343/13” , indicado no Leiaute como  RICAP (Rendimentos  Isentos  –  Complementação  de  aposentadoria  de  previdência  complementar correspondente às contribuições efetuadas no período de 1º de janeiro de 1989 a 31 de dezembro de 1995). Atenção! Para os Códigos de Receita 3223, 3540, 3556, 3579 e 5565, os valores pagos ou creditados por entidade de previdência complementar a título de complementação de aposentadoria, resgate e rateio de patrimônio em caso de extinção da entidade de previdência complementar, no limite que corresponda aos valores das contribuições efetuadas exclusivamente pelo beneficiário no período de 1º de janeiro de 1989 a 31 de dezembro de 1995, inclusive a relativa ao abono anual pago a título de décimo  terceiro  salário,  desobrigados  de  retenção  do  imposto  na  fonte  conforme  a  Instrução Normativa  RFB  1.343,  de  5  de  abril  de  2013 ,  deverão  ser  informados  no  registro  específico: “Contribuições 89/95 – IN RFB 1.343/13 ”. No Comprovante de Rendimentos, Quadro 7 – Informações Complementares, o declarante deverá informar os valores abatidos conforme previsto no art. 2º da Instrução Normativa RFB nº 1.343, de 5 de abril de 2013, relativos a contribuições efetuadas a título de previdência complementar no período compreendido entre 1º de janeiro de 1989 a 31 de dezembro de 1995, o valor que deixou de ser retido, precedido da seguinte expressão: “O total informado na linha 09 do Quadro 4 já inclui o valor abatido de imposto sobre a renda relativo às contribuições efetuadas a título de previdência complementar no período compreendido entre 1º de janeiro de 1989 a 31 de dezembro de 1995, correspondente a R$”. Veja também: • Instrução Normativa RFB 1.343, de 5 de abril de 2013
Qual modalidade de Plano privado de assistência à saúde, contratado por pessoa jurídica em benefício de seus empregados, deve ser informado na Dirf?	 Devem ser informados na Dirf os valores referentes a Planos Privados de Assistência à Saúde - modalidade Coletivo Empresarial contratado com Operadora de Plano de  Assistência à Saúde. •   Instrução Normativa RFB nº 19  90  , de   18   de novembro de 20  20  , art  .  1  2  ,   IV  
O que deve ser informado na ficha “Plano privado de assistência à saúde – Coletivo empresarial”?	 Nessa ficha deverá ser informado: Em relação à Operadora do Plano Privado de Assistência à Saúde:  número de inscrição no CNPJ, o número de Registro na Agência Nacional de Saúde Suplementar (ANS) – caso possua – e o nome empresarial; Em relação ao beneficiário titular: nome e número de inscrição no CPF do empregado e o total anual correspondente à sua participação financeira no plano de saúde; Em relação aos dependentes no plano: CPF ou data de nascimento (no caso de dependente que seja menor de dezoito anos até 31 de dezembro do ano-calendário a que se referir a Dirf) , nome, relação de dependência e valor total anual pago para cada dependente. Em  relação  ao  reembolso:  número  de  inscrição  no  CPF/CNPJ  e  nome/nome  empresarial  do prestador de serviço médico e de saúde que deu causa ao reembolso de serviço não coberto pela rede  credenciada  e  o  total  anual  correspondente  ao  reembolso  recebido,  se  houver,  com discriminação das parcelas relativas ao beneficiário titular e a cada dependente.  • Instrução Normativa RFB nº 19  90  , de   18   de novembro de 20  20  , art  .  1  2  ,   IV  
Se a fonte pagadora custear o valor total do plano sem a participação do empregado, qual valor deverá ser informado na Dirf?	 Nesse caso, não haverá valor a ser informado. Valores custeados pela fonte pagadora não devem ser informados em Dirf. Se o empregado for beneficiário de Plano Privado de Assistência à Saúde, na modalidade Coletivo Empresarial,  contratado  pela  fonte  pagadora,  deverão  ser  informados  os  totais  anuais correspondentes à participação financeira do empregado no pagamento do plano de saúde, discriminando as parcelas correspondentes ao beneficiário titular e as correspondentes a cada dependente.
O que significa o reembolso de despesa médica? Sua informação é obrigatória?	 Trata-se do reembolso em decorrência de consultas ou procedimentos executados sem a utilização do  plano  privado  de  assistência  à  saúde,  por  beneficiário  associado  do  plano.  A consulta  ou procedimento que deu causa ao reembolso pela Operadora pode ter sido realizada pelo titular ou pelo dependente do plano de saúde. O valor só deve ser informado caso tenha transitado pela fonte pagadora do beneficiário (declarante). Há campo para a prestação da informação de reembolso pago no mesmo ano-calendário da consulta/procedimento que lhe deu causa e de reembolso referente a consulta/procedimento realizado em ano-calendário anterior ao seu pagamento. A informação do valor de reembolso não é obrigatória. Somente deve ser fornecida caso a fonte pagadora dispuser da informação.
Um funcionário (beneficiário) sofreu retenção somente em um mês.  Preciso informar todos os meses?	 Sim, em relação ao beneficiário incluído na Dirf, deve ser informada a totalidade dos rendimentos pagos.
Quais códigos de receita deverão ser declarados em Dirf?	 Os códigos de receita sã o estabelecidos pela legislação pertinente a cada ano-calendário e estão habilitados para cada tipo e perfil de declarante. Veja também: •Manual do Imposto sobre a Renda Retido na Fonte – Mafon   202  2  
Em qual estabelecimento da Pessoa Jurídica deverá ser apresentada a Dirf?	 O arquivo deve ser apresentado pelo estabelecimento matriz da pessoa jurídica, devendo conter as informações consolidadas de todos os seus estabelecimentos, matriz e filiais. 
O estabelecimento matriz da pessoa jurídica sempre será o cadastrado sob o número de ordem no CNPJ “0001”?	 Não. Vide abaixo art. 17 da Instrução Normativa RFB nº 1863, de 27 de dezembro de 2018, que dispõe sobre o Cadastro Nacional da Pessoa Jurídica (CNPJ): “Art.  15.  São privativos  do estabelecimento matriz,  por  se tratar  de dados  cadastrais  e situações que dizem respeito à entidade, os atos cadastrais relativos: I - ao nome empresarial; II - à natureza jurídica; III - ao capital social; IV - ao porte da empresa; V - ao representante da entidade no CNPJ; VI - ao preposto; VII - ao QSA; VIII  -  ao  ente  federativo  responsável,  no  caso  de  entidades  da  Administração   Pública; IX - à falência; X - à recuperação judicial; XI - à intervenção; XII - ao inventário do empresário (individual) ou do titular de empresa individual   imobiliária ou de responsabilidade limitada; XIII - à liquidação judicial ou extrajudicial; XIV - à incorporação; XV - à fusão; e XVI - à cisão parcial ou total. Parágrafo único. A indicação de novo estabelecimento matriz é ato cadastral privativo do estabelecimento filial que estiver sendo indicado, que conjuntamente pode solicitar os atos cadastrais previstos no caput. ” Após  a alteração ter sido realizada no Cadastro Nacional  da  Pessoa Jurídica  –  CNPJ,  a alteração de indicação de matriz do CNPJ deve ser efetuada no PGD Dirf 2023, conforme detalhado  no  documento  referente ao  AJUDA do PGD  Dirf  2023,  disponível  do  menu  do Programa.  Veja também: •        Instrução Normativa RFB nº 1863, de 27 de dezembro de 2018
Por que o programa está mostrando a seguinte mensagem: “Erro: Valores iguais a zero em todos os meses”?	 Não existe declaração original com beneficiário cadastrado sem rendimento tributável, dedução ou imposto de renda retido na fonte. Sempre que um beneficiário for informado, é necessário que ele possua algum valor preenchido (de Rendimentos Tributáveis, Dedução ou IRRF) em, pelo menos, um mês, em alguma ficha do PGD Dirf. 
